WorkingTransactionID,TransactionDate,MachineCode,CompanyCode,AssessorID,WOCode,OPCode,ToolCode,TrayIndex,Quantity,UpdatedDate,TransactionStatus,RespondMessage,TransactionType
12,"2018-08-20 09:01:32",MAC1,Com1,UHACC,,,FCTID6,TRAY_05,10,"2018-08-20 09:01:32",Complete,NULL,PutIns
13,"2018-08-20 09:02:00",MAC1,Com1,UHACC,,,tool1,TRAY_06,10,"2018-08-20 09:02:00",Complete,NULL,PutIns
14,"2018-08-20 09:02:21",MAC1,Com1,UHACC,,,ACTID111,TRAY_07,10,"2018-08-20 09:02:21",Complete,NULL,PutIns
15,"2018-08-20 09:02:39",MAC1,Com1,UHACC,,,BCTID211,TRAY_08,10,"2018-08-20 09:02:39",Complete,NULL,PutIns
16,"2018-08-20 09:03:10",MAC1,Com1,UHACC,,,CCTID311,TRAY_60,10,"2018-08-20 09:03:10",Complete,NULL,PutIns
17,"2018-08-20 09:03:25",MAC1,Com1,UHACC,,,FCTID6,TRAY_59,10,"2018-08-20 09:03:25",Complete,NULL,PutIns
18,"2018-08-20 09:03:43",MAC1,Com1,UHACC,,,CCTID311,TRAY_09,10,"2018-08-20 09:03:43",Complete,NULL,PutIns
19,"2018-08-20 09:03:59",MAC1,Com1,UHACC,,,DCTID4,TRAY_10,10,"2018-08-20 09:03:59",Complete,NULL,PutIns
20,"2018-08-20 09:04:17",MAC1,Com1,UHACC,,,FCTID6,TRAY_22,10,"2018-08-20 09:04:17",Complete,NULL,PutIns
21,"2018-08-20 09:04:33",MAC1,Com1,UHACC,,,BCTID211,TRAY_11,10,"2018-08-20 09:04:33",Complete,NULL,PutIns
22,"2018-08-20 09:04:50",MAC1,Com1,UHACC,,,tool1,TRAY_43,10,"2018-08-20 09:04:50",Complete,NULL,PutIns
23,"2018-08-20 09:05:12",MAC1,Com1,UHACC,,,BCTID211,TRAY_46,10,"2018-08-20 09:05:12",Complete,NULL,PutIns
24,"2018-08-20 09:05:43",MAC1,Com1,UHACC,,,FCTID6,TRAY_53,10,"2018-08-20 09:05:43",Complete,NULL,PutIns
25,"2018-08-20 09:07:07",MAC1,Com1,COM1USER1,123456,30,ACTID111,TRAY_07,1,"2018-08-20 09:07:24",ProductFail,NULL,GetTools
26,"2018-08-20 09:08:57",MAC1,Com1,COM1USER1,123456,30,ACTID111,TRAY_07,1,"2018-08-20 09:09:14",ProductOK,NULL,GetTools
27,"2018-08-20 09:09:31",MAC1,Com1,COM1USER1,123456,30,BCTID211,TRAY_46,1,"2018-08-20 09:09:31","Send request to board",NULL,GetTools
28,"2018-08-20 09:10:14",MAC1,Com1,COM1USER1,123456,30,BCTID211,TRAY_46,1,"2018-08-20 09:10:14","Send request to board",NULL,GetTools
29,"2018-08-20 09:10:30",MAC1,Com1,COM1USER1,123456,30,CCTID311,TRAY_09,1,"2018-08-20 09:10:47",ProductOK,NULL,GetTools
30,"2018-08-20 09:11:17",MAC1,Com1,COM1USER1,123456,30,CCTID311,TRAY_09,1,"2018-08-20 09:11:34",ProductOK,NULL,GetTools
31,"2018-08-20 09:12:32",MAC1,Com1,COM1USER1,123456,30,DCTID4,TRAY_10,1,"2018-08-20 09:12:49",ProductOK,NULL,GetTools
32,"2018-08-20 09:13:14",MAC1,Com1,COM1USER1,1234567,30,CCTID311,TRAY_09,1,"2018-08-20 09:13:31",ProductOK,NULL,GetTools
33,"2018-08-20 09:14:01",MAC1,Com1,COM1USER1,123456,30,FCTID6,TRAY_53,1,"2018-08-20 09:14:01","Send request to board",NULL,GetTools
34,"2018-08-20 09:14:42",MAC1,Com1,COM1USER1,123456,30,DCTID4,TRAY_10,1,"2018-08-20 09:14:59",ProductFail,NULL,GetTools
35,"2018-08-20 09:15:55",MAC1,Com1,COM1USER1,123456,30,ACTID111,TRAY_07,1,"2018-08-20 09:16:12",ProductFail,NULL,GetTools
36,"2018-08-22 07:43:24",MAC1,Com1,COM1USER1,123456,30,BCTID211,TRAY_46,1,"2018-08-22 07:43:24","Send request to board",NULL,GetTools
37,"2018-08-22 07:44:52",MAC1,Com1,COM1USER1,123456,30,BCTID211,TRAY_46,1,"2018-08-22 07:45:09",ProductFail,NULL,GetTools
38,"2018-08-22 07:45:25",MAC1,Com1,COM1USER1,123456,30,BCTID211,TRAY_46,1,"2018-08-22 07:45:42",ProductFail,NULL,GetTools
39,"2018-08-22 07:45:58",MAC1,Com1,COM1USER1,123456,30,ACTID111,TRAY_07,1,"2018-08-22 07:46:15",ProductOK,NULL,GetTools
40,"2018-08-22 07:46:45",MAC1,Com1,COM1USER1,123456,30,CCTID311,TRAY_09,1,"2018-08-22 07:47:02",ProductOK,NULL,GetTools
41,"2018-08-22 07:48:14",MAC1,Com1,COM1USER1,123456,30,DCTID4,TRAY_10,1,"2018-08-22 07:48:31",ProductOK,NULL,GetTools
42,"2018-08-22 07:48:54",MAC1,Com1,COM1USER1,123456,30,FCTID6,TRAY_53,1,"2018-08-22 07:49:10",ProductFail,NULL,GetTools
43,"2018-08-22 07:49:35",MAC1,Com1,COM1USER1,123456,30,FCTID6,TRAY_53,1,"2018-08-22 07:49:52",ProductFail,NULL,GetTools
44,"2018-08-22 07:50:23",MAC1,Com1,COM1USER1,123456,30,tool1,TRAY_43,1,"2018-08-22 07:50:40",ProductOK,NULL,GetTools
45,"2018-08-22 07:51:10",MAC1,Com1,COM1USER1,123456,30,ACTID111,TRAY_07,1,"2018-08-22 07:51:28",ProductOK,NULL,GetTools
46,"2018-08-22 07:51:56",MAC1,Com1,COM1USER1,123,30,tool1,TRAY_43,1,"2018-08-22 07:52:13",ProductOK,NULL,GetTools
47,"2018-08-22 07:52:55",MAC1,Com1,COM1USER1,1234,30,BCTID211,TRAY_46,1,"2018-08-22 07:53:11",ProductOK,NULL,GetTools
48,"2018-08-22 07:53:37",MAC1,Com1,COM1USER1,1234,30,ACTID111,TRAY_07,1,"2018-08-22 07:53:54",ProductOK,NULL,GetTools
49,"2018-08-22 07:54:20",MAC1,Com1,COM1USER1,1234,30,CCTID311,TRAY_09,1,"2018-08-22 07:54:37",ProductOK,NULL,GetTools
50,"2018-08-22 07:55:15",MAC1,Com1,COM1USER1,1234,30,DCTID4,TRAY_10,1,"2018-08-22 07:55:32",ProductFail,NULL,GetTools
51,"2018-08-22 07:55:40",MAC1,Com1,COM1USER1,1234,30,DCTID4,TRAY_10,1,"2018-08-22 07:55:56",ProductOK,NULL,GetTools
52,"2018-08-22 07:56:31",MAC1,Com1,COM1USER1,123,30,tool1,TRAY_43,1,"2018-08-22 07:56:48",ProductOK,NULL,GetTools
53,"2018-08-22 07:57:32",MAC1,Com1,UHACC,,,ACTID111,TRAY_01,0,"2018-08-22 07:57:32",Complete,NULL,TakeOver
54,"2018-08-22 07:57:54",MAC1,Com1,UHACC,,,ACTID111,TRAY_07,0,"2018-08-22 07:57:54",Complete,NULL,TakeOver
55,"2018-08-22 07:59:11",MAC1,Com1,UHACC,,,BCTID211,TRAY_02,0,"2018-08-22 07:59:11",Complete,NULL,TakeOver
56,"2018-08-22 07:59:26",MAC1,Com1,UHACC,,,BCTID211,TRAY_08,0,"2018-08-22 07:59:26",Complete,NULL,TakeOver
57,"2018-08-22 07:59:41",MAC1,Com1,UHACC,,,BCTID211,TRAY_11,0,"2018-08-22 07:59:41",Complete,NULL,TakeOver
58,"2018-08-22 08:00:02",MAC1,Com1,UHACC,,,CCTID311,TRAY_03,0,"2018-08-22 08:00:02",Complete,NULL,TakeOver
59,"2018-08-22 08:00:21",MAC1,Com1,UHACC,,,CCTID311,TRAY_09,0,"2018-08-22 08:00:21",Complete,NULL,TakeOver
60,"2018-08-22 08:00:42",MAC1,Com1,UHACC,,,DCTID4,TRAY_04,0,"2018-08-22 08:00:42",Complete,NULL,TakeOver
61,"2018-08-22 08:00:56",MAC1,Com1,UHACC,,,DCTID4,TRAY_10,0,"2018-08-22 08:00:56",Complete,NULL,TakeOver
62,"2018-08-22 08:01:18",MAC1,Com1,UHACC,,,FCTID6,TRAY_05,0,"2018-08-22 08:01:18",Complete,NULL,TakeOver
63,"2018-08-22 08:02:37",MAC1,Com1,COM1USER1,123,1,CCTID311,TRAY_60,1,"2018-08-22 08:02:53",ProductFail,NULL,GetTools
64,"2018-08-22 08:04:10",MAC1,Com1,UHACC,,,CCTID311,TRAY_60,0,"2018-08-22 08:04:10",Complete,NULL,TakeOver
65,"2018-08-22 08:06:27",MAC1,Com1,UHACC,,,tool1,TRAY_43,0,"2018-08-22 08:06:27",Complete,NULL,TakeOver
66,"2018-08-22 08:07:01",MAC1,Com1,UHACC,,,ACTID111,TRAY_01,1,"2018-08-22 08:07:01",Complete,NULL,PutIns
67,"2018-08-22 08:07:24",MAC1,Com1,UHACC,,,BCTID211,TRAY_02,1,"2018-08-22 08:07:24",Complete,NULL,PutIns
68,"2018-08-22 08:07:38",MAC1,Com1,UHACC,,,CCTID311,TRAY_03,1,"2018-08-22 08:07:38",Complete,NULL,PutIns
69,"2018-08-22 08:07:52",MAC1,Com1,UHACC,,,DCTID4,TRAY_04,1,"2018-08-22 08:07:52",Complete,NULL,PutIns
70,"2018-08-22 08:08:06",MAC1,Com1,UHACC,,,FCTID6,TRAY_05,1,"2018-08-22 08:08:06",Complete,NULL,PutIns
71,"2018-08-22 08:08:33",MAC1,Com1,UHACC,,,ACTID111,TRAY_07,1,"2018-08-22 08:08:33",Complete,NULL,PutIns
72,"2018-08-22 08:08:48",MAC1,Com1,UHACC,,,BCTID211,TRAY_08,1,"2018-08-22 08:08:48",Complete,NULL,PutIns
73,"2018-08-22 08:09:04",MAC1,Com1,UHACC,,,CCTID311,TRAY_09,1,"2018-08-22 08:09:04",Complete,NULL,PutIns
74,"2018-08-22 08:09:20",MAC1,Com1,UHACC,,,FCTID6,TRAY_12,1,"2018-08-22 08:09:20",Complete,NULL,PutIns
75,"2018-08-22 08:09:36",MAC1,Com1,UHACC,,,tool1,TRAY_13,1,"2018-08-22 08:09:36",Complete,NULL,PutIns
76,"2018-08-22 08:09:51",MAC1,Com1,UHACC,,,ACTID111,TRAY_14,1,"2018-08-22 08:09:51",Complete,NULL,PutIns
77,"2018-08-22 08:10:03",MAC1,Com1,UHACC,,,BCTID211,TRAY_15,1,"2018-08-22 08:10:03",Complete,NULL,PutIns
78,"2018-08-22 08:10:16",MAC1,Com1,UHACC,,,DCTID4,TRAY_16,1,"2018-08-22 08:10:16",Complete,NULL,PutIns
79,"2018-08-22 08:10:28",MAC1,Com1,UHACC,,,FCTID6,TRAY_17,1,"2018-08-22 08:10:28",Complete,NULL,PutIns
80,"2018-08-22 08:11:02",MAC1,Com1,COM1USER1,123,1,ACTID111,TRAY_14,1,"2018-08-22 08:11:19",ProductFail,NULL,GetTools
81,"2018-08-22 08:11:29",MAC1,Com1,COM1USER1,123,1,ACTID111,TRAY_14,1,"2018-08-22 08:11:46",ProductOK,NULL,GetTools
82,"2018-08-22 08:12:00",MAC1,Com1,COM1USER1,123,2,BCTID211,TRAY_15,1,"2018-08-22 08:12:17",ProductFail,NULL,GetTools
83,"2018-08-22 08:12:25",MAC1,Com1,COM1USER1,123,2,BCTID211,TRAY_15,1,"2018-08-22 08:12:42",ProductOK,NULL,GetTools
84,"2018-08-22 08:12:59",MAC1,Com1,COM1USER1,123,1,CCTID311,TRAY_09,1,"2018-08-22 08:13:16",ProductOK,NULL,GetTools
85,"2018-08-22 08:13:32",MAC1,Com1,COM1USER1,123,30,DCTID4,TRAY_16,1,"2018-08-22 08:13:48",ProductOK,NULL,GetTools
86,"2018-08-22 08:14:04",MAC1,Com1,COM1USER1,123,2,FCTID6,TRAY_17,1,"2018-08-22 08:14:21",ProductFail,NULL,GetTools
87,"2018-08-22 08:14:30",MAC1,Com1,COM1USER1,123,2,FCTID6,TRAY_17,1,"2018-08-22 08:14:47",ProductOK,NULL,GetTools
88,"2018-08-22 08:15:04",MAC1,Com1,COM1USER1,123,2,tool1,TRAY_13,1,"2018-08-22 08:15:21",ProductFail,NULL,GetTools
89,"2018-08-22 08:15:28",MAC1,Com1,COM1USER1,123,2,tool1,TRAY_13,1,"2018-08-22 08:15:44",ProductOK,NULL,GetTools
90,"2018-08-22 08:16:10",MAC1,Com1,COM1USER1,122,1,ACTID111,TRAY_07,1,"2018-08-22 08:16:27",ProductOK,NULL,GetTools
91,"2018-08-22 08:16:44",MAC1,Com1,COM1USER1,123,1,ACTID111,TRAY_01,1,"2018-08-22 08:17:01",ProductOK,NULL,GetTools
92,"2018-08-22 08:17:32",MAC1,Com1,COM1USER1,124,1,BCTID211,TRAY_46,1,"2018-08-22 08:17:49",ProductOK,NULL,GetTools
93,"2018-08-22 08:18:06",MAC1,Com1,COM1USER1,1,1,CCTID311,TRAY_03,1,"2018-08-22 08:18:23",ProductOK,NULL,GetTools
94,"2018-08-22 08:18:39",MAC1,Com1,COM1USER1,1,1,DCTID4,TRAY_04,1,"2018-08-22 08:18:57",ProductOK,NULL,GetTools
95,"2018-08-22 08:19:19",MAC1,Com1,COM1USER1,1,1,FCTID6,TRAY_12,1,"2018-08-22 08:19:36",ProductOK,NULL,GetTools
96,"2018-08-22 08:20:08",MAC1,Com1,COM1USER1,1,1,tool1,TRAY_06,1,"2018-08-22 08:20:24",ProductOK,NULL,GetTools
97,"2018-08-22 08:20:52",MAC1,Com1,COM1USER1,1234,1,tool1,TRAY_06,1,"2018-08-22 08:21:09",ProductFail,NULL,GetTools
98,"2018-08-22 10:24:43",MAC1,Com1,COM1USER1,1,2,BCTID211,TRAY_46,1,"2018-08-22 10:25:01",ProductFail,NULL,GetTools
99,"2018-08-22 10:25:37",MAC1,Com1,COM1USER1,1,2,tool1,TRAY_06,1,"2018-08-22 10:25:53",ProductFail,NULL,GetTools
100,"2018-08-22 13:04:59",MAC1,Com1,COM1USER1,1,2,FCTID6,TRAY_53,1,"2018-08-22 13:04:59","Send request to board",NULL,GetTools
101,"2018-08-22 13:05:27",MAC1,Com1,COM1USER1,1,2,FCTID6,TRAY_53,1,"2018-08-22 13:05:27","Send request to board",NULL,GetTools
102,"2018-08-22 13:05:39",MAC1,Com1,COM1USER1,1,2,FCTID6,TRAY_53,1,"2018-08-22 13:05:39","Send request to board",NULL,GetTools
103,"2018-08-22 13:05:59",MAC1,Com1,COM1USER1,1,2,FCTID6,TRAY_53,1,"2018-08-22 13:06:16",ProductFail,NULL,GetTools
104,"2018-08-22 13:06:34",MAC1,Com1,COM1USER1,1,2,FCTID6,TRAY_53,1,"2018-08-22 13:06:51",ProductFail,NULL,GetTools
105,"2018-08-22 13:54:43",MAC1,Com1,UHACC,,,ACTID111,TRAY_01,1,"2018-08-22 13:54:43",Complete,NULL,PutIns
106,"2018-08-22 13:55:40",MAC1,Com1,COM1USER1,1,2,ACTID111,TRAY_01,1,"2018-08-22 13:55:57",ProductOK,NULL,GetTools
107,"2018-08-22 13:56:19",MAC1,Com1,COM1USER1,1,1,tool1,TRAY_06,1,"2018-08-22 13:56:36",ProductFail,NULL,GetTools
108,"2018-08-22 14:52:02",MAC1,Com1,UHACC,,,ACTID111,TRAY_01,1,"2018-08-22 14:52:02",Complete,NULL,PutIns
109,"2018-08-22 14:52:39",MAC1,Com1,UHACC,,,BCTID211,TRAY_58,1,"2018-08-22 14:52:39",Complete,NULL,PutIns
110,"2018-08-22 14:53:41",MAC1,Com1,COM1USER1,1,2,BCTID211,TRAY_58,1,"2018-08-22 14:53:59",ProductFail,NULL,GetTools
111,"2018-08-22 14:54:12",MAC1,Com1,COM1USER1,1,2,BCTID211,TRAY_58,1,"2018-08-22 14:54:29",ProductOK,NULL,GetTools
112,"2018-08-23 08:22:50",MAC1,Com1,COM1USER1,1,2,ACTID111,TRAY_01,1,"2018-08-23 08:23:08",ProductFail,NULL,GetTools
113,"2018-08-23 08:23:44",MAC1,Com1,COM1USER1,1,2,ACTID111,TRAY_01,1,"2018-08-23 08:24:02",ProductOK,NULL,GetTools
114,"2018-08-23 08:24:14",MAC1,Com1,COM1USER1,1,1,BCTID211,TRAY_46,1,"2018-08-23 08:24:31",ProductFail,NULL,GetTools
115,"2018-08-23 08:24:50",MAC1,Com1,COM1USER1,1,1,BCTID211,TRAY_46,1,"2018-08-23 08:25:06",ProductOK,NULL,GetTools
116,"2018-08-23 08:25:38",MAC1,Com1,COM1USER1,1,2,FCTID6,TRAY_53,1,"2018-08-23 08:25:55",ProductOK,NULL,GetTools
117,"2018-08-23 08:26:13",MAC1,Com1,COM1USER1,1,2,tool1,TRAY_06,1,"2018-08-23 08:26:30",ProductOK,NULL,GetTools
118,"2018-08-23 08:27:07",MAC1,Com1,COM1USER1,1,1,BCTID211,TRAY_46,1,"2018-08-23 08:27:24",ProductOK,NULL,GetTools
119,"2018-08-23 08:27:36",MAC1,Com1,COM1USER1,1,2,BCTID211,TRAY_46,1,"2018-08-23 08:27:53",ProductOK,NULL,GetTools
120,"2018-08-23 08:28:37",MAC1,Com1,UHACC,,,ACTID111,TRAY_01,1,"2018-08-23 08:28:37",Complete,NULL,PutIns
121,"2018-08-23 08:29:14",MAC1,Com1,UHACC,,,CCTID311,TRAY_03,1,"2018-08-23 08:29:14",Complete,NULL,PutIns
122,"2018-08-23 08:29:30",MAC1,Com1,UHACC,,,DCTID4,TRAY_04,1,"2018-08-23 08:29:30",Complete,NULL,PutIns
123,"2018-08-23 08:30:08",MAC1,Com1,UHACC,,,tool1,TRAY_07,1,"2018-08-23 08:30:08",Complete,NULL,PutIns
124,"2018-08-23 08:30:27",MAC1,Com1,UHACC,,,FCTID6,TRAY_09,1,"2018-08-23 08:30:27",Complete,NULL,PutIns
125,"2018-08-23 08:30:46",MAC1,Com1,UHACC,,,tool1,TRAY_10,1,"2018-08-23 08:30:46",Complete,NULL,PutIns
126,"2018-08-23 08:31:01",MAC1,Com1,UHACC,,,ACTID111,TRAY_11,1,"2018-08-23 08:31:01",Complete,NULL,PutIns
127,"2018-08-23 08:31:24",MAC1,Com1,UHACC,,,BCTID211,TRAY_12,1,"2018-08-23 08:31:24",Complete,NULL,PutIns
128,"2018-08-23 08:31:48",MAC1,Com1,UHACC,,,tool1,TRAY_13,1,"2018-08-23 08:31:48",Complete,NULL,PutIns
129,"2018-08-23 08:32:26",MAC1,Com1,COM1USER1,1,1,ACTID111,TRAY_11,1,"2018-08-23 08:32:43",ProductFail,NULL,GetTools
130,"2018-08-23 08:32:57",MAC1,Com1,COM1USER1,1,1,ACTID111,TRAY_11,1,"2018-08-23 08:33:14",ProductOK,NULL,GetTools
131,"2018-08-23 08:33:59",MAC1,Com1,UHACC,,,BCTID211,TRAY_11,1,"2018-08-23 08:33:59",Complete,NULL,PutIns
132,"2018-08-23 08:34:46",MAC1,Com1,COM1USER1,1,1,ACTID111,TRAY_01,1,"2018-08-23 08:35:03",ProductOK,NULL,GetTools
133,"2018-08-23 08:35:15",MAC1,Com1,COM1USER1,1,1,BCTID211,TRAY_12,1,"2018-08-23 08:35:18",MotorStart,NULL,GetTools
134,"2018-08-23 08:35:52",MAC1,Com1,COM1USER1,1,1,BCTID211,TRAY_12,1,"2018-08-23 08:36:09",ProductOK,NULL,GetTools
135,"2018-08-23 08:36:23",MAC1,Com1,COM1USER1,1,1,CCTID311,TRAY_03,1,"2018-08-23 08:36:40",ProductOK,NULL,GetTools
136,"2018-08-23 08:36:53",MAC1,Com1,COM1USER1,1,2,DCTID4,TRAY_04,1,"2018-08-23 08:37:10",ProductOK,NULL,GetTools
137,"2018-08-23 08:37:28",MAC1,Com1,COM1USER1,3,2,FCTID6,TRAY_09,1,"2018-08-23 08:37:45",ProductOK,NULL,GetTools
138,"2018-08-23 08:37:58",MAC1,Com1,COM1USER1,1,2,tool1,TRAY_10,1,"2018-08-23 08:38:15",ProductOK,NULL,GetTools
139,"2018-08-23 08:38:57",MAC1,Com1,COM1USER1,1,2,BCTID211,TRAY_46,1,"2018-08-23 08:39:13",ProductOK,NULL,GetTools
140,"2018-08-23 08:39:27",MAC1,Com1,COM1USER1,"1 ",2,BCTID211,TRAY_46,1,"2018-08-23 08:39:44",ProductOK,NULL,GetTools
141,"2018-08-23 08:40:02",MAC1,Com1,COM1USER1,1,2,BCTID211,TRAY_46,1,"2018-08-23 08:40:19",ProductOK,NULL,GetTools
142,"2018-08-23 08:40:41",MAC1,Com1,COM1USER1,1,2,tool1,TRAY_07,1,"2018-08-23 08:40:56",ProductFail,NULL,GetTools
143,"2018-08-23 08:41:03",MAC1,Com1,COM1USER1,1,2,tool1,TRAY_07,1,"2018-08-23 08:41:20",ProductOK,NULL,GetTools
144,"2018-08-23 08:41:52",MAC1,Com1,COM1USER1,1,2,tool1,TRAY_13,1,"2018-08-23 08:42:09",ProductOK,NULL,GetTools
145,"2018-08-23 08:42:54",MAC1,Com1,COM1USER1,1,2,tool1,TRAY_06,1,"2018-08-23 08:43:12",ProductOK,NULL,GetTools
146,"2018-08-23 08:43:28",MAC1,Com1,COM1USER1,1,2,tool1,TRAY_06,1,"2018-08-23 08:43:45",ProductOK,NULL,GetTools
147,"2018-08-23 08:43:57",MAC1,Com1,COM1USER1,1,2,tool1,TRAY_06,1,"2018-08-23 08:44:14",ProductOK,NULL,GetTools
148,"2018-08-23 08:44:26",MAC1,Com1,COM1USER1,1,2,tool1,TRAY_06,1,"2018-08-23 08:44:43",ProductFail,NULL,GetTools
149,"2018-08-23 08:44:49",MAC1,Com1,COM1USER1,1,2,tool1,TRAY_06,1,"2018-08-23 08:45:07",ProductOK,NULL,GetTools
150,"2018-08-23 08:45:38",MAC1,Com1,COM1USER1,1,3,BCTID211,TRAY_11,1,"2018-08-23 08:45:55",ProductOK,NULL,GetTools
151,"2018-08-23 08:47:31",MAC1,Com1,COM1USER1,1,2,BCTID211,TRAY_08,1,"2018-08-23 08:47:48",ProductOK,NULL,GetTools
152,"2018-08-23 08:47:58",MAC1,Com1,COM1USER1,1,2,BCTID211,TRAY_02,1,"2018-08-23 08:48:15",ProductOK,NULL,GetTools
153,"2018-08-23 08:49:25",MAC1,Com1,UHACC,,,FCTID6,TRAY_22,0,"2018-08-23 08:49:25",Complete,NULL,TakeOver
154,"2018-08-23 08:49:43",MAC1,Com1,UHACC,,,FCTID6,TRAY_53,0,"2018-08-23 08:49:43",Complete,NULL,TakeOver
155,"2018-08-23 08:49:58",MAC1,Com1,UHACC,,,FCTID6,TRAY_59,0,"2018-08-23 08:49:58",Complete,NULL,TakeOver
156,"2018-08-23 08:50:14",MAC1,Com1,UHACC,,,FCTID6,TRAY_05,0,"2018-08-23 08:50:14",Complete,NULL,TakeOver
157,"2018-08-23 08:50:27",MAC1,Com1,UHACC,,,tool1,TRAY_06,0,"2018-08-23 08:50:27",Complete,NULL,TakeOver
158,"2018-08-23 08:51:56",MAC1,Com1,UHACC,,,ACTID111,TRAY_01,1,"2018-08-23 08:51:56",Complete,NULL,PutIns
159,"2018-08-23 08:52:08",MAC1,Com1,UHACC,,,BCTID211,TRAY_02,1,"2018-08-23 08:52:08",Complete,NULL,PutIns
160,"2018-08-23 08:52:22",MAC1,Com1,UHACC,,,CCTID311,TRAY_03,1,"2018-08-23 08:52:22",Complete,NULL,PutIns
161,"2018-08-23 08:52:35",MAC1,Com1,UHACC,,,DCTID4,TRAY_04,1,"2018-08-23 08:52:35",Complete,NULL,PutIns
162,"2018-08-23 08:52:50",MAC1,Com1,UHACC,,,FCTID6,TRAY_05,1,"2018-08-23 08:52:50",Complete,NULL,PutIns
163,"2018-08-23 08:53:02",MAC1,Com1,UHACC,,,tool1,TRAY_06,1,"2018-08-23 08:53:02",Complete,NULL,PutIns
164,"2018-08-23 08:53:15",MAC1,Com1,UHACC,,,ACTID111,TRAY_07,1,"2018-08-23 08:53:15",Complete,NULL,PutIns
165,"2018-08-23 08:53:29",MAC1,Com1,UHACC,,,BCTID211,TRAY_08,1,"2018-08-23 08:53:29",Complete,NULL,PutIns
166,"2018-08-23 08:53:54",MAC1,Com1,UHACC,,,CCTID311,TRAY_09,1,"2018-08-23 08:53:54",Complete,NULL,PutIns
167,"2018-08-23 08:54:18",MAC1,Com1,UHACC,,,DCTID4,TRAY_10,1,"2018-08-23 08:54:18",Complete,NULL,PutIns
168,"2018-08-23 08:55:09",MAC1,Com1,COM1USER1,1,2,ACTID111,TRAY_07,1,"2018-08-23 08:55:26",ProductOK,NULL,GetTools
169,"2018-08-23 08:55:40",MAC1,Com1,COM1USER1,1,2,ACTID111,TRAY_01,1,"2018-08-23 08:55:57",ProductOK,NULL,GetTools
170,"2018-08-23 08:56:42",MAC1,Com1,COM1USER1,1,2,BCTID211,TRAY_08,1,"2018-08-23 08:56:59",ProductOK,NULL,GetTools
171,"2018-08-23 08:57:11",MAC1,Com1,COM1USER1,1,2,BCTID211,TRAY_02,1,"2018-08-23 08:57:28",ProductOK,NULL,GetTools
172,"2018-08-23 08:57:44",MAC1,Com1,COM1USER1,1,2,CCTID311,TRAY_09,1,"2018-08-23 08:58:01",ProductOK,NULL,GetTools
173,"2018-08-23 08:58:12",MAC1,Com1,COM1USER1,1,2,CCTID311,TRAY_03,1,"2018-08-23 08:58:30",ProductOK,NULL,GetTools
174,"2018-08-23 08:58:41",MAC1,Com1,COM1USER1,1,2,DCTID4,TRAY_10,1,"2018-08-23 08:58:58",ProductOK,NULL,GetTools
175,"2018-08-23 08:59:08",MAC1,Com1,COM1USER1,1,2,DCTID4,TRAY_04,1,"2018-08-23 08:59:25",ProductOK,NULL,GetTools
176,"2018-08-23 08:59:35",MAC1,Com1,COM1USER1,1,3,FCTID6,TRAY_05,1,"2018-08-23 08:59:52",ProductOK,NULL,GetTools
177,"2018-08-23 09:00:05",MAC1,Com1,COM1USER1,1,2,tool1,TRAY_06,1,"2018-08-23 09:00:22",ProductOK,NULL,GetTools
