ToolsMachineTrayID,MachineCode,ToolCode,TrayIndex,Quantity,CreatedDate,UpdatedDate,IsActive
53,MAC1,tool1,TRAY_46,0,NULL,"2018-09-17 15:35:28",1
54,MAC1,ACTID111,TRAY_47,0,NULL,"2018-08-25 11:56:11",1
55,MAC1,BCTID211,TRAY_48,0,NULL,"2018-08-25 11:59:38",1
56,MAC1,tool1,TRAY_49,0,NULL,"2018-08-25 12:10:08",1
57,MAC1,FCTID6,TRAY_50,0,NULL,"2018-08-25 12:07:52",1
58,MAC1,DCTID4,TRAY_09,0,NULL,"2018-08-25 12:04:07",1
59,MAC1,ACTID111,TRAY_10,0,NULL,"2018-08-25 12:12:58",1
60,MAC1,ACTID111,TRAY_09,0,NULL,"2018-08-25 12:15:18",1
61,MAC1,DCTID4,TRAY_20,0,NULL,"2018-09-17 11:41:17",1
62,MAC1,ACTID111,TRAY_21,0,NULL,"2018-09-17 13:24:07",1
63,MAC1,BCTID211,TRAY_22,0,NULL,"2018-09-17 13:23:13",1
64,MAC1,CCTID311,TRAY_23,0,NULL,"2018-09-17 13:23:41",1
65,MAC1,DCTID4,TRAY_24,0,NULL,"2018-09-17 13:24:34",1
66,MAC1,FCTID6,TRAY_25,0,NULL,"2018-09-17 13:25:30",1
67,MAC1,tool1,TRAY_26,0,NULL,"2018-09-17 13:25:03",1
68,MAC1,ACTID111,TRAY_27,0,NULL,"2018-08-25 13:00:27",1
69,MAC1,BCTID211,TRAY_28,0,NULL,"2018-08-25 13:01:26",1
70,MAC1,DCTID4,TRAY_29,0,NULL,"2018-08-25 13:02:58",1
71,MAC1,FCTID6,TRAY_30,0,NULL,"2018-08-25 13:04:05",1
72,MAC1,CCTID311,TRAY_39,0,NULL,"2018-08-25 13:12:46",1
73,MAC1,DCTID4,TRAY_40,0,NULL,"2018-08-25 13:13:53",1
74,MAC1,ACTID111,TRAY_35,0,NULL,"2018-09-08 14:23:22",1
75,MAC1,BCTID211,TRAY_40,0,NULL,"2018-08-25 13:23:12",1
76,MAC1,ACTID111,TRAY_51,0,NULL,"2018-09-19 10:59:15",1
77,MAC1,BCTID211,TRAY_52,0,NULL,"2018-09-19 10:59:45",1
78,MAC1,CCTID311,TRAY_53,0,NULL,"2018-09-19 11:01:34",1
79,MAC1,DCTID4,TRAY_54,0,NULL,"2018-09-19 11:01:59",1
80,MAC1,DCTID4,TRAY_55,0,NULL,"2018-08-25 13:35:39",1
81,MAC1,FCTID6,TRAY_56,0,NULL,"2018-08-25 13:35:10",1
82,MAC1,ACTID111,TRAY_57,0,NULL,"2018-08-25 13:31:23",1
83,MAC1,CCTID311,TRAY_59,0,NULL,"2018-08-25 13:33:20",1
84,MAC1,DCTID4,TRAY_60,0,NULL,"2018-09-08 15:17:54",1
85,MAC1,ACTID111,TRAY_02,0,NULL,"2018-09-08 09:02:48",1
86,MAC1,VNMG160408,TRAY_01,0,NULL,"2018-09-08 13:36:08",1
87,MAC1,VNMG160408,TRAY_02,0,NULL,"2018-09-20 08:38:17",1
88,MAC1,VNMG160408,TRAY_03,0,NULL,"2018-09-08 13:34:36",1
89,MAC1,TOTIME55-060S-50,TRAY_04,0,NULL,"2018-09-22 08:44:42",1
90,MAC1,tool1,TRAY_05,0,NULL,"2018-09-08 13:33:34",1
91,MAC1,BCTID211,TRAY_06,0,NULL,"2018-09-08 13:32:01",1
92,MAC1,CCTID311,TRAY_07,0,NULL,"2018-09-08 13:32:33",1
93,MAC1,DCTID4,TRAY_08,0,NULL,"2018-09-08 13:36:42",1
94,MAC1,"WNMG080408-M3M IC806",TRAY_10,0,NULL,"2018-09-17 08:13:41",1
95,MAC1,TOTIME55-060S-50,TRAY_17,0,NULL,"2018-09-22 09:12:49",1
96,MAC1,VNMG160408,TRAY_18,0,NULL,"2018-09-20 09:52:28",1
97,MAC1,"WNMG080408-M3M IC806",TRAY_19,0,NULL,"2018-09-20 09:52:52",1
98,MAC1,ACTID111,TRAY_20,0,NULL,"2018-09-08 13:41:38",1
99,MAC1,ACTID111,TRAY_13,0,NULL,"2018-09-15 09:39:40",1
100,MAC1,BCTID211,TRAY_14,0,NULL,"2018-09-15 09:41:38",1
101,MAC1,FCTID6,TRAY_24,0,NULL,"2018-09-08 14:02:22",1
102,MAC1,tool1,TRAY_25,0,NULL,"2018-09-08 14:02:57",1
103,MAC1,TOTIME55-060S-50,TRAY_26,0,NULL,"2018-09-08 14:03:29",1
104,MAC1,VNMG160408,TRAY_27,0,NULL,"2018-09-22 09:18:03",1
105,MAC1,"WNMG080408-M3M IC806",TRAY_28,0,NULL,"2018-09-08 14:04:32",1
106,MAC1,CCTID311,TRAY_29,0,NULL,"2018-09-15 10:26:09",1
107,MAC1,ACTID111,TRAY_30,0,NULL,"2018-09-17 13:22:40",1
108,MAC1,FCTID6,TRAY_36,0,NULL,"2018-09-08 14:16:39",1
109,MAC1,TOTIME55-060S-50,TRAY_37,0,NULL,"2018-09-20 09:58:28",1
110,MAC1,VNMG160408,TRAY_35,0,NULL,"2018-09-20 09:59:46",1
111,MAC1,VNMG160408,TRAY_38,0,NULL,"2018-09-20 09:59:20",1
112,MAC1,"WNMG080408-M3M IC806",TRAY_39,0,NULL,"2018-09-20 10:03:02",1
113,MAC1,ACTID111,TRAY_40,0,NULL,"2018-09-19 10:58:46",1
114,MAC1,TOTIME55-060S-50,TRAY_47,0,NULL,"2018-09-17 15:35:00",1
115,MAC1,VNMG160408,TRAY_48,0,NULL,"2018-09-17 15:36:50",1
116,MAC1,"WNMG080408-M3M IC806",TRAY_49,0,NULL,"2018-09-08 14:36:35",1
117,MAC1,ACTID111,TRAY_50,0,NULL,"2018-09-17 15:32:28",1
118,MAC1,FCTID6,TRAY_55,0,NULL,"2018-09-19 11:02:29",1
119,MAC1,tool1,TRAY_56,0,NULL,"2018-09-19 11:02:56",1
120,MAC1,VNMG160408,TRAY_57,0,NULL,"2018-09-15 15:25:50",1
121,MAC1,"WNMG080408-M3M IC806",TRAY_58,0,NULL,"2018-09-22 09:23:52",1
122,MAC1,BCTID211,TRAY_59,0,NULL,"2018-09-15 15:25:22",1
123,MAC1,ACTID111,TRAY_54,0,NULL,"2018-09-08 15:13:18",1
124,MAC1,BCTID211,TRAY_55,0,NULL,"2018-09-08 15:18:55",1
125,MAC1,tool1,TRAY_54,0,NULL,"2018-09-15 15:14:43",1
126,MAC1,ACTID111,TRAY_55,0,NULL,"2018-09-15 15:30:32",1
127,MAC1,TOTIME55-060S-50,TRAY_07,0,NULL,"2018-09-20 09:58:01",1
128,MAC1,ACTID111,TRAY_08,0,NULL,"2018-09-15 09:12:28",1
129,MAC1,"WNMG080408-M3M IC806",TRAY_09,0,NULL,"2018-09-22 08:48:08",1
130,MAC1,CCTID311,TRAY_10,0,NULL,"2018-09-15 09:19:18",1
131,MAC1,CCTID311,TRAY_15,0,NULL,"2018-09-15 09:44:00",1
132,MAC1,TOTIME55-060S-50,TRAY_19,0,NULL,"2018-09-22 09:12:02",1
133,MAC1,"WNMG080408-M3M IC806",TRAY_20,0,NULL,"2018-09-15 09:54:31",1
134,MAC1,ACTID111,TRAY_22,0,NULL,"2018-09-15 10:12:42",1
135,MAC1,ACTID111,TRAY_23,0,NULL,"2018-09-15 10:11:19",1
136,MAC1,BCTID211,TRAY_24,0,NULL,"2018-09-15 10:19:35",1
137,MAC1,BCTID211,TRAY_25,0,NULL,"2018-09-15 10:17:24",1
138,MAC1,BCTID211,TRAY_26,0,NULL,"2018-09-15 10:15:59",1
139,MAC1,CCTID311,TRAY_27,0,NULL,"2018-09-15 10:22:01",1
140,MAC1,CCTID311,TRAY_28,0,NULL,"2018-09-15 10:20:53",1
141,MAC1,DCTID4,TRAY_30,0,NULL,"2018-09-15 10:24:52",1
142,MAC1,DCTID4,TRAY_31,0,NULL,"2018-09-15 10:23:29",1
143,MAC1,FCTID6,TRAY_33,0,NULL,"2018-09-15 10:28:26",1
144,MAC1,FCTID6,TRAY_34,0,NULL,"2018-09-15 10:27:14",1
145,MAC1,VNMG160408,TRAY_36,0,NULL,"2018-09-15 10:33:49",1
146,MAC1,VNMG160408,TRAY_37,0,NULL,"2018-09-15 10:32:28",1
147,MAC1,ACTID111,TRAY_32,0,NULL,"2018-09-15 14:50:14",1
148,MAC1,ACTID111,TRAY_39,0,NULL,"2018-09-15 14:48:20",1
149,MAC1,BCTID211,TRAY_41,0,NULL,"2018-09-15 14:55:30",1
150,MAC1,BCTID211,TRAY_43,0,NULL,"2018-09-15 14:54:24",1
151,MAC1,CCTID311,TRAY_44,0,NULL,"2018-09-15 15:01:51",1
152,MAC1,CCTID311,TRAY_45,0,NULL,"2018-09-15 15:00:26",1
153,MAC1,CCTID311,TRAY_46,0,NULL,"2018-09-15 14:59:13",1
154,MAC1,CCTID311,TRAY_47,0,NULL,"2018-09-15 14:58:10",1
155,MAC1,DCTID4,TRAY_48,0,NULL,"2018-09-15 15:10:25",1
156,MAC1,DCTID4,TRAY_49,0,NULL,"2018-09-15 15:08:55",1
157,MAC1,DCTID4,TRAY_50,0,NULL,"2018-09-15 15:07:54",1
158,MAC1,FCTID6,TRAY_51,0,NULL,"2018-09-15 15:05:04",1
159,MAC1,DCTID4,TRAY_52,0,NULL,"2018-09-15 15:06:05",1
160,MAC1,VNMG160408,TRAY_55,0,NULL,"2018-09-15 15:23:50",1
161,MAC1,VNMG160408,TRAY_56,0,NULL,"2018-09-20 10:12:49",1
162,MAC1,ACTID111,TRAY_58,0,NULL,"2018-09-15 15:24:51",1
163,MAC1,BCTID211,TRAY_60,0,NULL,"2018-09-15 15:34:08",1
164,MAC1,VNMG160408,TRAY_08,0,NULL,"2018-09-20 08:41:58",1
165,MAC1,tool1,TRAY_15,0,NULL,"2018-09-17 11:40:47",1
166,MAC1,TOTIME55-060S-50,TRAY_16,0,NULL,"2018-09-22 09:11:28",1
167,MAC1,VNMG160408,TRAY_17,0,NULL,"2018-09-17 11:42:44",1
168,MAC1,"WNMG080408-M3M IC806",TRAY_18,0,NULL,"2018-09-17 11:43:14",1
169,MAC1,DCTID4,TRAY_19,0,NULL,"2018-09-17 11:40:18",1
170,MAC1,TOTIME55-060S-50,TRAY_27,0,NULL,"2018-09-17 13:25:57",1
171,MAC1,VNMG160408,TRAY_28,0,NULL,"2018-09-22 09:17:23",1
172,MAC1,"WNMG080408-M3M IC806",TRAY_29,0,NULL,"2018-09-17 13:26:53",1
173,MAC1,VNMG160408,TRAY_49,0,NULL,"2018-09-17 15:36:23",1
174,MAC1,TOTIME55-060S-50,TRAY_57,0,NULL,"2018-09-20 10:11:31",1
175,MAC1,tool1,TRAY_58,0,NULL,"2018-09-17 15:46:53",1
176,MAC1,TOTIME55-060S-50,TRAY_59,0,NULL,"2018-09-17 15:48:19",1
177,MAC1,VNMG160408,TRAY_60,0,NULL,"2018-09-17 15:47:48",1
178,MAC1,CCTID311,TRAY_37,0,NULL,"2018-09-19 11:00:35",1
179,MAC1,VNMG160408,TRAY_58,0,NULL,"2018-09-19 11:04:13",1
180,MAC1,"WNMG080408-M3M IC806",TRAY_59,0,NULL,"2018-09-22 09:23:23",1
181,MAC1,ACTID111,TRAY_60,0,NULL,"2018-09-19 10:57:56",1
182,MAC1,CCTID311,TRAY_40,1,NULL,"2018-09-19 11:26:50",1
183,MAC1,TOTIME55-060S-50,TRAY_01,0,NULL,"2018-09-22 08:44:11",1
184,MAC1,"WNMG080408-M3M IC806",TRAY_03,0,NULL,"2018-09-22 08:47:30",1
185,MAC1,VNMG160408,TRAY_05,0,NULL,"2018-09-22 08:45:51",1
186,MAC1,"WNMG080408-M3M IC806",TRAY_06,0,NULL,"2018-09-22 08:47:01",1
187,MAC1,TOTIME55-060S-50,TRAY_10,0,NULL,"2018-09-22 08:43:36",1
188,MAC1,TOTIME55-060S-50,TRAY_11,0,NULL,"2018-09-22 09:10:28",1
189,MAC1,VNMG160408,TRAY_12,0,NULL,"2018-09-20 09:51:07",1
190,MAC1,"WNMG080408-M3M IC806",TRAY_13,0,NULL,"2018-09-20 09:52:01",1
191,MAC1,TOTIME55-060S-50,TRAY_14,0,NULL,"2018-09-22 09:09:51",1
192,MAC1,VNMG160408,TRAY_15,0,NULL,"2018-09-20 09:50:36",1
193,MAC1,"WNMG080408-M3M IC806",TRAY_16,0,NULL,"2018-09-20 09:51:33",1
194,MAC1,VNMG160408,TRAY_20,0,NULL,"2018-09-20 09:50:11",1
195,MAC1,TOTIME55-060S-50,TRAY_31,0,NULL,"2018-09-20 09:57:35",1
196,MAC1,VNMG160408,TRAY_32,0,NULL,"2018-09-20 09:58:54",1
197,MAC1,"WNMG080408-M3M IC806",TRAY_33,0,NULL,"2018-09-22 09:22:47",1
198,MAC1,TOTIME55-060S-50,TRAY_34,0,NULL,"2018-09-20 09:57:09",1
199,MAC1,"WNMG080408-M3M IC806",TRAY_36,0,NULL,"2018-09-20 10:02:05",1
200,MAC1,"WNMG080408-M3M IC806",TRAY_40,0,NULL,"2018-09-20 10:00:47",1
201,MAC1,TOTIME55-060S-50,TRAY_60,0,NULL,"2018-09-20 10:11:05",1
202,MAC1,VNMG160408,TRAY_59,0,NULL,"2018-09-20 10:12:22",1
203,MAC1,"WNMG080408-M3M IC806",TRAY_55,0,NULL,"2018-09-20 10:13:42",1
204,MAC1,TOTIME55-060S-50,TRAY_54,0,NULL,"2018-09-20 10:10:39",1
205,MAC1,VNMG160408,TRAY_53,0,NULL,"2018-09-20 10:11:58",1
206,MAC1,"WNMG080408-M3M IC806",TRAY_52,0,NULL,"2018-09-20 10:13:15",1
207,MAC1,TOTIME55-060S-50,TRAY_51,0,NULL,"2018-09-20 10:10:14",1
208,MAC1,TOTIME55-060S-50,TRAY_02,0,NULL,"2018-09-22 08:42:57",1
209,MAC1,VNMG160408,TRAY_07,0,NULL,"2018-09-22 08:45:21",1
210,MAC1,"WNMG080408-M3M IC806",TRAY_08,0,NULL,"2018-09-22 08:46:29",1
211,MAC1,TOTIME55-060S-50,TRAY_12,0,NULL,"2018-09-22 09:09:12",1
212,MAC1,TOTIME55-060S-50,TRAY_13,0,NULL,"2018-09-22 09:08:35",1
213,MAC1,TOTIME55-060S-50,TRAY_15,0,NULL,"2018-09-22 09:08:04",1
214,MAC1,TOTIME55-060S-50,TRAY_18,0,NULL,"2018-09-22 09:07:28",1
215,MAC1,TOTIME55-060S-50,TRAY_20,0,NULL,"2018-09-22 09:06:49",1
216,MAC1,VNMG160408,TRAY_21,0,NULL,"2018-09-22 09:16:44",1
217,MAC1,VNMG160408,TRAY_22,0,NULL,"2018-09-22 09:16:16",1
218,MAC1,VNMG160408,TRAY_23,0,NULL,"2018-09-22 09:15:41",1
219,MAC1,VNMG160408,TRAY_24,0,NULL,"2018-09-22 09:15:09",1
220,MAC1,VNMG160408,TRAY_26,0,NULL,"2018-09-22 09:14:39",1
221,MAC1,VNMG160408,TRAY_29,0,NULL,"2018-09-22 09:14:06",1
222,MAC1,VNMG160408,TRAY_30,0,NULL,"2018-09-22 09:13:25",1
223,MAC1,"WNMG080408-M3M IC806",TRAY_31,0,NULL,"2018-09-22 09:22:07",1
224,MAC1,"WNMG080408-M3M IC806",TRAY_32,0,NULL,"2018-09-22 09:21:39",1
225,MAC1,"WNMG080408-M3M IC806",TRAY_44,0,NULL,"2018-09-22 09:21:02",1
226,MAC1,"WNMG080408-M3M IC806",TRAY_45,0,NULL,"2018-09-22 09:20:27",1
227,MAC1,"WNMG080408-M3M IC806",TRAY_46,0,NULL,"2018-09-22 09:19:54",1
228,MAC1,"WNMG080408-M3M IC806",TRAY_57,0,NULL,"2018-09-22 09:19:11",1
229,MAC1,"WNMG080408-M3M IC806",TRAY_60,0,NULL,"2018-09-22 09:18:41",1
230,MAC1,VNMG160408SF1105,TRAY_37,1,NULL,"2018-09-22 23:18:58",1
