WorkingTransactionID,TransactionDate,MachineCode,CompanyCode,AssessorID,WOCode,OPCode,ToolCode,TrayIndex,Quantity,UpdatedDate,TransactionStatus,RespondMessage,TransactionType
8134021,"2019-06-18 17:35:05",VM-3,MFC,170220001,28IE27108001,1,BLMP0603R-ML-TT9080,TRAY_06,1,"2019-06-18 17:35:16",ProductOK,NULL,GetTools
8134020,"2019-06-18 17:34:39",VM-3,MFC,170220001,28IE27108001,1,BLMP0603R-ML-TT9080,TRAY_05,1,"2019-06-18 17:34:52",ProductOK,NULL,GetTools
8132346,"2019-06-18 15:41:56",VM-3,MFC,140924001,28IE254140,3,TX304030,TRAY_54,1,"2019-06-18 15:41:56","Send request to board",NULL,GetTools
8128587,"2019-06-18 10:40:50",VM-3,MFC,140924001,28IE254140,1,TX304120,TRAY_59,1,"2019-06-18 10:41:01",ProductOK,NULL,GetTools
8128586,"2019-06-18 10:39:21",VM-3,MFC,140924001,28IE254140,1,TX304120,TRAY_59,0,"2019-06-18 10:39:33",ProductFail,NULL,GetTools
8128276,"2019-06-18 09:58:46",VM-3,MFC,140924001,28IF035809,1,TX304015,TRAY_52,1,"2019-06-18 09:58:57",ProductOK,NULL,GetTools
8128275,"2019-06-18 09:58:07",VM-3,MFC,140924001,28IF035809,1,TX304015,TRAY_52,1,"2019-06-18 09:58:18",ProductOK,NULL,GetTools
8128274,"2019-06-18 09:57:49",VM-3,MFC,140924001,28IF035809,1,TX304015,TRAY_52,0,"2019-06-18 09:58:00",ProductFail,NULL,GetTools
8124259,"2019-06-18 08:15:56",VM-3,MFC,161225001,28IF110705,4,1017-2.0,TRAY_18,1,"2019-06-18 08:16:07",ProductOK,NULL,GetTools
8063093,"2019-06-17 16:32:40",VM-3,MFC,170220001,28IF035827,1,BLMP0603R-ML-TT9080,TRAY_05,1,"2019-06-17 16:32:52",ProductOK,NULL,GetTools
8063092,"2019-06-17 16:32:14",VM-3,MFC,170220001,28IF035827,1,BLMP0603R-ML-TT9080,TRAY_05,1,"2019-06-17 16:32:26",ProductOK,NULL,GetTools
8058927,"2019-06-17 15:24:32",VM-3,MFC,161225002,28IF05-3906,1,BLMP0603R-ML-TT9080,TRAY_05,1,"2019-06-17 15:24:43",ProductOK,NULL,GetTools
8058926,"2019-06-17 15:24:05",VM-3,MFC,161225002,28IF05-3906,1,BLMP0603R-ML-TT9080,TRAY_05,1,"2019-06-17 15:24:18",ProductOK,NULL,GetTools
8057884,"2019-06-17 15:22:05",VM-3,MFC,MFCSUBACC,,,BLMP0603R-ML-TT9080,TRAY_05,5,"2019-06-17 15:22:05",Complete,NULL,PutIns
8056843,"2019-06-17 15:01:32",VM-3,MFC,140924001,28IE258380,1,1015-2.5,TRAY_13,1,"2019-06-17 15:01:43",ProductOK,NULL,GetTools
8056842,"2019-06-17 15:01:03",VM-3,MFC,140924001,28IE258380,1,1015-2.5,TRAY_13,0,"2019-06-17 15:01:15",ProductFail,NULL,GetTools
8055799,"2019-06-17 14:48:31",VM-3,MFC,151110001,28IF035857,1,BLMP0603R-ML-TT9080,TRAY_06,1,"2019-06-17 14:48:43",ProductOK,NULL,GetTools
8055798,"2019-06-17 14:48:06",VM-3,MFC,151110001,28IF035857,1,BLMP0603R-ML-TT9080,TRAY_06,1,"2019-06-17 14:48:17",ProductOK,NULL,GetTools
8055797,"2019-06-17 14:46:45",VM-3,MFC,151110001,28IF035857,1,JDMT070208R-JP4020,TRAY_10,1,"2019-06-17 14:46:57",ProductOK,NULL,GetTools
8055796,"2019-06-17 14:46:22",VM-3,MFC,151110001,28IF035857,1,1015-4.0,TRAY_15,1,"2019-06-17 14:46:33",ProductOK,NULL,GetTools
8054620,"2019-06-17 14:24:43",VM-3,MFC,151110001,358HL0300440,3,1015-3.0,TRAY_14,1,"2019-06-17 14:24:55",ProductOK,NULL,GetTools
8052539,"2019-06-17 13:56:30",VM-3,MFC,161225001,28IF110705,1,TX304060,TRAY_56,1,"2019-06-17 13:56:42",ProductOK,NULL,GetTools
8052538,"2019-06-17 13:55:55",VM-3,MFC,161225001,28IF110705,1,TX304060,TRAY_56,1,"2019-06-17 13:56:06",ProductOK,NULL,GetTools
8052537,"2019-06-17 13:54:57",VM-3,MFC,161225001,28IF110705,1,TX304080,TRAY_57,1,"2019-06-17 13:55:09",ProductOK,NULL,GetTools
8036366,"2019-06-17 08:15:48",VM-3,MFC,140924001,28IE258380,1,TX304020,TRAY_53,1,"2019-06-17 08:16:01",ProductOK,NULL,GetTools
8036365,"2019-06-16 08:09:40",VM-3,MFC,151110001,358HL0300440,1,JDMT070208R-JP4020,TRAY_10,1,"2019-06-16 08:09:52",ProductOK,NULL,GetTools
8036364,"2019-06-16 08:09:17",VM-3,MFC,151110001,358HL0300440,1,JDMT070208R-JP4020,TRAY_10,1,"2019-06-16 08:09:28",ProductOK,NULL,GetTools
8036363,"2019-06-16 08:08:51",VM-3,MFC,151110001,358HL0300440,1,JDMT070208R-JP4020,TRAY_10,1,"2019-06-16 08:09:02",ProductOK,NULL,GetTools
8036284,"2019-06-15 15:17:00",VM-3,MFC,180701001,28IF110705,1,LDS030,TRAY_01,1,"2019-06-15 15:17:12",ProductOK,NULL,GetTools
8036283,"2019-06-15 15:16:43",VM-3,MFC,180701001,28IF110705,1,LDS030,TRAY_01,0,"2019-06-15 15:16:55",ProductFail,NULL,GetTools
8036192,"2019-06-15 14:37:49",VM-3,MFC,130101001,28IF035844,2,TX304080,TRAY_57,1,"2019-06-15 14:38:00",ProductOK,NULL,GetTools
8035921,"2019-06-15 13:48:28",VM-3,MFC,161225002,28IF035839,1,JDMT070208R-JP4020,TRAY_10,1,"2019-06-15 13:48:39",ProductOK,NULL,GetTools
8035920,"2019-06-15 13:48:03",VM-3,MFC,161225002,28IF035839,1,JDMT070208R-JP4020,TRAY_10,1,"2019-06-15 13:48:15",ProductOK,NULL,GetTools
8035919,"2019-06-15 13:47:40",VM-3,MFC,161225002,28IF035839,1,JDMT070208R-JP4020,TRAY_10,1,"2019-06-15 13:47:52",ProductOK,NULL,GetTools
8035648,"2019-06-15 12:22:47",VM-3,MFC,161225002,28IF035839,1,TX304100,TRAY_58,1,"2019-06-15 12:22:59",ProductOK,NULL,GetTools
8035647,"2019-06-15 12:22:31",VM-3,MFC,161225002,28IF035839,1,TX304100,TRAY_58,0,"2019-06-15 12:22:42",ProductFail,NULL,GetTools
8031927,"2019-06-15 08:55:00",VM-3,MFC,170220001,28IF03587,1,BLMP0603R-ML-TT9080,TRAY_05,1,"2019-06-15 08:55:12",ProductOK,NULL,GetTools
8031926,"2019-06-15 08:54:25",VM-3,MFC,170220001,28IF03587,1,BLMP0603R-ML-TT9080,TRAY_05,1,"2019-06-15 08:54:38",ProductOK,NULL,GetTools
8031735,"2019-06-14 19:33:46",VM-3,MFC,151110001,28IF035857,1,BLMP0603R-ML-TT9080,TRAY_05,1,"2019-06-14 19:33:57",ProductOK,NULL,GetTools
8031734,"2019-06-14 19:33:09",VM-3,MFC,151110001,28IF035857,1,BLMP0603R-ML-TT9080,TRAY_05,1,"2019-06-14 19:33:22",ProductOK,NULL,GetTools
8016768,"2019-06-14 15:10:43",VM-3,MFC,MFCSUBACC,,,WAE303030,TRAY_45,5,"2019-06-14 15:10:43",Complete,NULL,PutIns
8016767,"2019-06-14 15:10:29",VM-3,MFC,MFCSUBACC,,,TX304025,TRAY_41,5,"2019-06-14 15:10:29",Complete,NULL,PutIns
8016572,"2019-06-14 14:26:58",VM-3,MFC,151110001,28IF035857,1,TX304160,TRAY_60,1,"2019-06-14 14:27:10",ProductOK,NULL,GetTools
8013596,"2019-06-14 13:42:59",VM-3,MFC,140924001,28IF035845,2,WAE303030,TRAY_45,1,"2019-06-14 13:43:10",ProductOK,NULL,GetTools
8010926,"2019-06-14 10:06:18",VM-3,MFC,171218003,28IF035832,1,TX304080,TRAY_57,1,"2019-06-14 10:06:30",ProductOK,NULL,GetTools
8010925,"2019-06-14 10:05:07",VM-3,MFC,140924001,28IF035845,4,1015-5.0,TRAY_16,1,"2019-06-14 10:05:18",ProductOK,NULL,GetTools
8010924,"2019-06-14 10:03:41",VM-3,MFC,140924001,28IF035845,2,LDS040,TRAY_02,1,"2019-06-14 10:03:53",ProductOK,NULL,GetTools
8010733,"2019-06-14 09:57:16",VM-3,MFC,161225002,28IF035813,1,WAE303100,TRAY_49,1,"2019-06-14 09:57:29",ProductOK,NULL,GetTools
8010542,"2019-06-14 09:50:14",VM-3,MFC,151110001,28IF035814,3,1015-6.0,TRAY_17,1,"2019-06-14 09:50:25",ProductOK,NULL,GetTools
8010541,"2019-06-14 09:49:55",VM-3,MFC,151110001,28IF035814,3,1015-6.0,TRAY_17,0,"2019-06-14 09:50:06",ProductFail,NULL,GetTools
8010347,"2019-06-14 09:36:38",VM-3,MFC,161225002,28IF035813,1,TX304025,TRAY_41,1,"2019-06-14 09:36:49",ProductOK,NULL,GetTools
8010346,"2019-06-14 09:36:20",VM-3,MFC,161225002,28IF035813,1,TX304025,TRAY_41,0,"2019-06-14 09:36:33",ProductFail,NULL,GetTools
7997984,"2019-06-13 17:05:06",VM-3,MFC,151110001,28IF035814,1,1015-3.0,TRAY_14,1,"2019-06-13 17:05:18",ProductOK,NULL,GetTools
7997983,"2019-06-13 17:04:50",VM-3,MFC,151110001,28IF035814,1,1015-3.0,TRAY_14,0,"2019-06-13 17:05:01",ProductFail,NULL,GetTools
7997789,"2019-06-13 16:53:35",VM-3,MFC,161225001,05IF040201,2,JDMT070208R-JP4020,TRAY_10,1,"2019-06-13 16:53:46",ProductOK,NULL,GetTools
7997788,"2019-06-13 16:53:03",VM-3,MFC,161225001,05IF040201,2,JDMT070208R-JP4020,TRAY_10,1,"2019-06-13 16:53:14",ProductOK,NULL,GetTools
7997787,"2019-06-13 16:52:21",VM-3,MFC,161225001,05IF040201,2,JDMT070208R-JP4020,TRAY_10,1,"2019-06-13 16:52:33",ProductOK,NULL,GetTools
7997214,"2019-06-13 15:58:25",VM-3,MFC,170220001,28IE25-4102,1,TX304120,TRAY_59,1,"2019-06-13 15:58:37",ProductOK,NULL,GetTools
7981134,"2019-06-13 12:06:23",VM-3,MFC,130101001,28IF035850,1,LDS040,TRAY_02,1,"2019-06-13 12:06:35",ProductOK,NULL,GetTools
7980321,"2019-06-13 11:46:48",VM-3,MFC,MFCSUBACC,,,1017-2.0,TRAY_18,4,"2019-06-13 11:46:48",Complete,NULL,TakeOver
7980320,"2019-06-13 11:31:59",VM-3,MFC,MFCSUBACC,,,JDMT070208R-JP4020,TRAY_09,10,"2019-06-13 11:31:59",Complete,NULL,PutIns
7976555,"2019-06-13 11:31:37",VM-3,MFC,MFCSUBACC,,,JDMT070208R-JP4020,TRAY_09,0,"2019-06-13 11:31:37",Complete,NULL,TakeOver
7976554,"2019-06-13 11:30:57",VM-3,MFC,MFCSUBACC,,,JDMT070208R-JP4020,TRAY_10,10,"2019-06-13 11:30:57",Complete,NULL,PutIns
7965422,"2019-06-13 09:55:51",VM-3,MFC,161225002,05IF040202,2,JDMT070208R-JP4020,TRAY_09,1,"2019-06-13 09:56:03",ProductOK,NULL,GetTools
7965421,"2019-06-13 09:55:26",VM-3,MFC,161225002,05IF040202,2,JDMT070208R-JP4020,TRAY_10,1,"2019-06-13 09:55:37",ProductOK,NULL,GetTools
7963012,"2019-06-13 09:39:50",VM-3,MFC,130101001,28IF035842,1,TX304100,TRAY_58,1,"2019-06-13 09:40:02",ProductOK,NULL,GetTools
7963011,"2019-06-13 09:39:32",VM-3,MFC,130101001,28IF035842,1,TX304100,TRAY_58,0,"2019-06-13 09:39:43",ProductFail,NULL,GetTools
7952320,"2019-06-13 08:13:27",VM-3,MFC,130102001,28IE254119,1,1015-5.0,TRAY_16,1,"2019-06-13 08:13:40",ProductOK,NULL,GetTools
7951709,"2019-06-13 08:02:04",VM-3,MFC,130101001,28IF035842,1,JDMT070208R-JP4020,TRAY_10,1,"2019-06-13 08:02:16",ProductOK,NULL,GetTools
7951708,"2019-06-13 08:01:23",VM-3,MFC,130101001,28IF035842,1,JDMT070208R-JP4020,TRAY_10,1,"2019-06-13 08:01:34",ProductOK,NULL,GetTools
7951707,"2019-06-13 08:00:44",VM-3,MFC,130101001,28IF035842,1,JDMT070208R-JP4020,TRAY_10,1,"2019-06-13 08:00:56",ProductOK,NULL,GetTools
7951520,"2019-06-12 18:49:47",VM-3,MFC,161225002,05IF040202,2,TCEX100304E-AROM4025,TRAY_07,1,"2019-06-12 18:49:59",ProductOK,NULL,GetTools
7951519,"2019-06-12 18:49:21",VM-3,MFC,161225002,05IF040202,2,TCEX100304E-AROM4025,TRAY_07,0,"2019-06-12 18:49:33",ProductFail,NULL,GetTools
7951518,"2019-06-12 14:55:02",VM-3,MFC,151110001,28IF035838,1,ZSPM4060-10,TRAY_25,1,"2019-06-12 14:55:13",ProductOK,NULL,GetTools
7951508,"2019-06-12 14:30:08",VM-3,MFC,171218003,28IE25-4213,1,TX304020,TRAY_53,1,"2019-06-12 14:30:20",ProductOK,NULL,GetTools
7951505,"2019-06-12 14:25:26",VM-3,MFC,171218003,28IE25-4213,1,TX304010,TRAY_51,1,"2019-06-12 14:25:38",ProductOK,NULL,GetTools
7951504,"2019-06-12 14:25:10",VM-3,MFC,171218003,28IE25-4213,1,TX304010,TRAY_51,0,"2019-06-12 14:25:22",ProductFail,NULL,GetTools
7951503,"2019-06-12 14:22:41",VM-3,MFC,130101001,28IE25-4119,1,JDMT070208R-JP4020,TRAY_10,1,"2019-06-12 14:22:53",ProductOK,NULL,GetTools
7951502,"2019-06-12 14:22:19",VM-3,MFC,130101001,28IE25-4119,1,JDMT070208R-JP4020,TRAY_10,1,"2019-06-12 14:22:30",ProductOK,NULL,GetTools
7951501,"2019-06-12 14:21:29",VM-3,MFC,130101001,28IE25-4119,1,JDMT070208R-JP4020,TRAY_10,1,"2019-06-12 14:21:42",ProductOK,NULL,GetTools
7951130,"2019-06-12 08:36:16",VM-3,MFC,MFCSUBACC,,,TX304120,TRAY_59,5,"2019-06-12 08:36:16",Complete,NULL,PutIns
7951129,"2019-06-12 08:04:55",VM-3,MFC,151110001,Q530933538,4,ZE704080,TRAY_21,1,"2019-06-12 08:05:07",ProductOK,NULL,GetTools
7951128,"2019-06-12 08:04:37",VM-3,MFC,151110001,Q530933538,4,ZE704080,TRAY_21,0,"2019-06-12 08:04:50",ProductFail,NULL,GetTools
7951124,"2019-06-12 07:57:30",VM-3,MFC,151110001,28IF035849,3,1015-5.0,TRAY_16,1,"2019-06-12 07:57:41",ProductOK,NULL,GetTools
7951113,"2019-06-11 21:19:44",VM-3,MFC,180701001,28IE27108018,4,TX304120,TRAY_59,1,"2019-06-11 21:19:56",ProductOK,NULL,GetTools
7951112,"2019-06-11 21:19:27",VM-3,MFC,180701001,28IE27108018,4,TX304120,TRAY_59,0,"2019-06-11 21:19:38",ProductFail,NULL,GetTools
7951102,"2019-06-11 19:07:49",VM-3,MFC,171218003,28IE27108018,4,TX304120,TRAY_59,1,"2019-06-11 19:08:01",ProductOK,NULL,GetTools
7951101,"2019-06-11 19:07:33",VM-3,MFC,171218003,28IE27108018,4,TX304120,TRAY_59,0,"2019-06-11 19:07:45",ProductFail,NULL,GetTools
7951100,"2019-06-11 18:38:17",VM-3,MFC,161225001,05IF040201,1,JDMT070208R-JP4020,TRAY_10,1,"2019-06-11 18:38:28",ProductOK,NULL,GetTools
7951099,"2019-06-11 18:37:31",VM-3,MFC,161225001,05IF040201,1,JDMT070208R-JP4020,TRAY_10,1,"2019-06-11 18:37:43",ProductOK,NULL,GetTools
7951098,"2019-06-11 18:36:37",VM-3,MFC,161225001,05IF040201,1,JDMT070208R-JP4020,TRAY_10,1,"2019-06-11 18:36:50",ProductOK,NULL,GetTools
7951085,"2019-06-11 15:03:38",VM-3,MFC,MFCSUBACC,,,TX304015,TRAY_52,5,"2019-06-11 15:03:38",Complete,NULL,PutIns
7951084,"2019-06-11 15:03:19",VM-3,MFC,MFCSUBACC,,,JDMT070208R-JP4020,TRAY_10,10,"2019-06-11 15:03:19",Complete,NULL,PutIns
7951081,"2019-06-11 14:28:12",VM-3,MFC,140924001,28IE254127,1,JDMT070208R-JP4020,TRAY_09,1,"2019-06-11 14:28:24",ProductOK,NULL,GetTools
7951079,"2019-06-11 14:27:49",VM-3,MFC,140924001,28IE254127,1,JDMT070208R-JP4020,TRAY_09,1,"2019-06-11 14:27:49","Send request to board",NULL,GetTools
7951078,"2019-06-11 14:27:25",VM-3,MFC,140924001,28IE254127,1,JDMT070208R-JP4020,TRAY_09,1,"2019-06-11 14:27:36",ProductOK,NULL,GetTools
7951077,"2019-06-11 14:26:55",VM-3,MFC,140924001,28IE254127,1,JDMT070208R-JP4020,TRAY_09,1,"2019-06-11 14:27:07",ProductOK,NULL,GetTools
7950714,"2019-06-11 13:59:06",VM-3,MFC,161225002,05IF040202,1,JDMT070208R-JP4020,TRAY_09,1,"2019-06-11 13:59:17",ProductOK,NULL,GetTools
7950713,"2019-06-11 13:58:39",VM-3,MFC,161225002,05IF040202,1,JDMT070208R-JP4020,TRAY_09,1,"2019-06-11 13:58:50",ProductOK,NULL,GetTools
7950712,"2019-06-11 13:58:11",VM-3,MFC,161225002,05IF040202,1,JDMT070208R-JP4020,TRAY_10,1,"2019-06-11 13:58:23",ProductOK,NULL,GetTools
7945332,"2019-06-11 10:13:36",VM-3,MFC,171218003,28IE27108018,4,TX304120,TRAY_59,1,"2019-06-11 10:13:48",ProductOK,NULL,GetTools
7945331,"2019-06-11 10:13:19",VM-3,MFC,171218003,28IE27108018,4,TX304120,TRAY_59,0,"2019-06-11 10:13:30",ProductFail,NULL,GetTools
7934989,"2019-06-11 02:36:01",VM-3,MFC,180701001,28IE25-8373,1,TX304015,TRAY_52,1,"2019-06-11 02:36:12",ProductOK,NULL,GetTools
7927638,"2019-06-10 21:12:57",VM-3,MFC,180701001,28IE25-8373,1,TX304015,TRAY_52,1,"2019-06-10 21:13:10",ProductOK,NULL,GetTools
7927287,"2019-06-10 20:17:36",VM-3,MFC,151110001,28IF035848,1,LDS060,TRAY_03,1,"2019-06-10 20:17:48",ProductOK,NULL,GetTools
7926236,"2019-06-10 17:17:15",VM-3,MFC,130101001,28IE27108028,1,JDMT070208R-JP4020,TRAY_10,1,"2019-06-10 17:17:27",ProductOK,NULL,GetTools
7926235,"2019-06-10 17:16:43",VM-3,MFC,130101001,28IE27108028,1,JDMT070208R-JP4020,TRAY_10,1,"2019-06-10 17:16:55",ProductOK,NULL,GetTools
7926234,"2019-06-10 17:16:13",VM-3,MFC,130101001,28IE27108028,1,JDMT070208R-JP4020,TRAY_10,1,"2019-06-10 17:16:25",ProductOK,NULL,GetTools
7920979,"2019-06-10 16:33:12",VM-3,MFC,161225002,05IF040201,1,ZSPM4060-10,TRAY_25,1,"2019-06-10 16:33:23",ProductOK,NULL,GetTools
7920978,"2019-06-10 16:32:55",VM-3,MFC,161225002,05IF040201,1,ZSPM4060-10,TRAY_25,0,"2019-06-10 16:33:06",ProductFail,NULL,GetTools
7919572,"2019-06-10 15:05:27",VM-3,MFC,130101001,28IE27108028,1,TX304100,TRAY_58,1,"2019-06-10 15:05:39",ProductOK,NULL,GetTools
7919571,"2019-06-10 15:05:03",VM-3,MFC,130101001,28IE27108028,1,TX304100,TRAY_58,0,"2019-06-10 15:05:15",ProductFail,NULL,GetTools
7919397,"2019-06-10 09:57:26",VM-3,MFC,151110001,28IE25-4108,1,JDMT070208R-JP4020,TRAY_10,1,"2019-06-10 09:57:38",ProductOK,NULL,GetTools
7919396,"2019-06-10 09:56:56",VM-3,MFC,151110001,28IE25-4108,1,JDMT070208R-JP4020,TRAY_10,1,"2019-06-10 09:57:07",ProductOK,NULL,GetTools
7919395,"2019-06-10 09:56:10",VM-3,MFC,151110001,28IE25-4108,1,JDMT070208R-JP4020,TRAY_10,1,"2019-06-10 09:56:22",ProductOK,NULL,GetTools
7915745,"2019-06-10 08:24:00",VM-3,MFC,MFCSUBACC,,,ZSPM4060-05,TRAY_28,0,"2019-06-10 08:24:00",Complete,NULL,TakeOver
7915744,"2019-06-10 08:21:42",VM-3,MFC,161225002,05IF040202,1,JDMT070208R-JP4020,TRAY_10,1,"2019-06-10 08:21:54",ProductOK,NULL,GetTools
7915743,"2019-06-10 08:21:21",VM-3,MFC,161225002,05IF040202,1,JDMT070208R-JP4020,TRAY_10,1,"2019-06-10 08:21:33",ProductOK,NULL,GetTools
7915742,"2019-06-10 08:20:58",VM-3,MFC,161225002,05IF040202,1,JDMT070208R-JP4020,TRAY_10,1,"2019-06-10 08:21:11",ProductOK,NULL,GetTools
7915738,"2019-06-10 08:18:00",VM-3,MFC,151110001,28IE25-4108,1,TX304120,TRAY_59,1,"2019-06-10 08:18:11",ProductOK,NULL,GetTools
7915737,"2019-06-10 08:17:43",VM-3,MFC,151110001,28IE25-4108,1,TX304120,TRAY_59,0,"2019-06-10 08:17:54",ProductFail,NULL,GetTools
7915736,"2019-06-10 08:14:42",VM-3,MFC,MFCSUBACC,,,TCEX100304E-AROM4025,TRAY_07,5,"2019-06-10 08:14:42",Complete,NULL,PutIns
7915735,"2019-06-10 08:14:07",VM-3,MFC,MFCSUBACC,,,TCEX100304E-AROM4025,TRAY_07,0,"2019-06-10 08:14:07",Complete,NULL,TakeOver
7915734,"2019-06-10 08:13:35",VM-3,MFC,MFCSUBACC,,,JDMT070208R-JP4020,TRAY_10,10,"2019-06-10 08:13:35",Complete,NULL,PutIns
7915732,"2019-06-10 07:57:41",VM-3,MFC,130101001,05IF040201,1,TX304060,TRAY_56,1,"2019-06-10 07:57:52",ProductOK,NULL,GetTools
7915731,"2019-06-09 19:39:38",VM-3,MFC,171218002,28IE27108003,2,TX304060,TRAY_56,1,"2019-06-09 19:39:50",ProductOK,NULL,GetTools
7915730,"2019-06-09 19:39:15",VM-3,MFC,171218002,28IE27108003,2,TX304060,TRAY_56,0,"2019-06-09 19:39:26",ProductFail,NULL,GetTools
7915729,"2019-06-09 14:24:07",VM-3,MFC,170807001,52IF060401,1,ZSPM4060-05,TRAY_28,1,"2019-06-09 14:24:19",ProductOK,NULL,GetTools
7915728,"2019-06-08 15:18:35",VM-3,MFC,151110001,05IF040201,1,JDMT070208R-JP4020,TRAY_09,1,"2019-06-08 15:18:46",ProductOK,NULL,GetTools
7915727,"2019-06-08 15:17:56",VM-3,MFC,151110001,05IF040201,1,JDMT070208R-JP4020,TRAY_09,1,"2019-06-08 15:18:08",ProductOK,NULL,GetTools
7915726,"2019-06-08 15:17:22",VM-3,MFC,151110001,05IF040201,1,JDMT070208R-JP4020,TRAY_10,1,"2019-06-08 15:17:35",ProductOK,NULL,GetTools
7915716,"2019-06-08 14:52:43",VM-3,MFC,MFCSUBACC,,,TX304060,TRAY_56,5,"2019-06-08 14:52:43",Complete,NULL,PutIns
7915712,"2019-06-08 14:20:48",VM-3,MFC,MFCSUBACC,,,ZSPM4060-10,TRAY_25,5,"2019-06-08 14:20:48",Complete,NULL,PutIns
7915707,"2019-06-08 09:33:38",VM-3,MFC,151110001,Q53092146,3,ZE704120,TRAY_31,1,"2019-06-08 09:33:50",ProductOK,NULL,GetTools
7915706,"2019-06-08 09:33:20",VM-3,MFC,151110001,Q53092146,3,ZE704120,TRAY_31,0,"2019-06-08 09:33:31",ProductFail,NULL,GetTools
7915705,"2019-06-08 09:33:02",VM-3,MFC,151110001,Q53092146,3,ZE704120,TRAY_31,0,"2019-06-08 09:33:14",ProductFail,NULL,GetTools
7915698,"2019-06-08 09:07:31",VM-3,MFC,130101001,364IF060302,3,TX304060,TRAY_56,1,"2019-06-08 09:07:43",ProductOK,NULL,GetTools
7915697,"2019-06-08 08:49:26",VM-3,MFC,161225002,28IE25-4107,1,JDMT070208R-JP4020,TRAY_10,1,"2019-06-08 08:49:37",ProductOK,NULL,GetTools
7915696,"2019-06-08 08:48:57",VM-3,MFC,161225002,28IE25-4107,1,JDMT070208R-JP4020,TRAY_10,1,"2019-06-08 08:49:08",ProductOK,NULL,GetTools
7915695,"2019-06-08 08:48:26",VM-3,MFC,161225002,28IE25-4107,1,JDMT070208R-JP4020,TRAY_10,1,"2019-06-08 08:48:39",ProductOK,NULL,GetTools
7915693,"2019-06-08 08:13:10",VM-3,MFC,MFCSUBACC,,,WAE303100,TRAY_49,5,"2019-06-08 08:13:10",Complete,NULL,PutIns
7915689,"2019-06-08 07:57:31",VM-3,MFC,130101001,364IF060302,2,JDMT070208R-JP4020,TRAY_10,1,"2019-06-08 07:57:42",ProductOK,NULL,GetTools
7915688,"2019-06-08 07:56:54",VM-3,MFC,130101001,364IF060302,2,JDMT070208R-JP4020,TRAY_10,1,"2019-06-08 07:57:06",ProductOK,NULL,GetTools
7915687,"2019-06-08 07:56:24",VM-3,MFC,130101001,364IF060302,2,JDMT070208R-JP4020,TRAY_10,1,"2019-06-08 07:56:37",ProductOK,NULL,GetTools
7915680,"2019-06-08 06:21:01",VM-3,MFC,140924001,28IE254127,3,TX304060,TRAY_56,1,"2019-06-08 06:21:14",ProductOK,NULL,GetTools
7915679,"2019-06-07 19:44:29",VM-3,MFC,151110001,28IE25-4127,2,JDMT070208R-JP4020,TRAY_10,1,"2019-06-07 19:44:41",ProductOK,NULL,GetTools
